,name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
2143,ROISLAND Mons,ROISLAND M,Male,1997-01-28,LORENSKOG,Norway,Norway,NOR,Snowboard,SBD,OSLO,Norway,,../../../en/results/snowboard/athlete-profile-n1013408-mons-roisland.htm
2144,ROJO Imanol,ROJO I,Male,1990-11-30,TOLOSA,Spain,Spain,ESP,Cross-Country Skiing,CCS,VIELHA,Spain,,../../../en/results/cross-country-skiing/athlete-profile-n1043351-imanol-rojo.htm
2145,ROLLAND Kevin,ROLLAND K,Male,1989-08-10,BOURG-SAINT-MAURIC,France,France,FRA,Freestyle Skiing,FRS,AIME-LA-PLAGNE,France,,../../../en/results/freestyle-skiing/athlete-profile-n1035847-kevin-rolland.htm
2146,ROLLI Luca,ROLLI L,Male,1997-01-17,,,Switzerland,SUI,Bobsleigh,BOB,THUN,Switzerland,,../../../en/results/bobsleigh/athlete-profile-n1049817-luca-rolli.htm
2147,ROMAN Milos,ROMAN M,Male,1999-11-06,KYSUCKE NOVE MESTO,Slovakia,Slovakia,SVK,Ice Hockey,IHO,TRINEC,Czech Republic,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1044372-milos-roman.htm
2148,ROMANOV Daniil,ROMANOV D,Male,1994-03-08,,Russian Federation,ROC,ROC,Skeleton,SKN,,Russian Federation,,../../../en/results/skeleton/athlete-profile-n1056119-daniil-romanov.htm
2149,RONG Ge,RONG G,Female,2002-08-03,,People's Republic of China,People's Republic of China,CHN,Snowboard,SBD,,,,../../../en/results/snowboard/athlete-profile-n1057690-ge-rong.htm
2150,ROONEY Maddie,ROONEY M,Female,1997-07-07,"ANDOVER, MI",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1037562-maddie-rooney.htm
2151,ROOS Henri,ROOS H,Male,1998-07-14,TALLINN,Estonia,Estonia,EST,Cross-Country Skiing,CCS,JURI,Estonia,,../../../en/results/cross-country-skiing/athlete-profile-n1035413-henri-roos.htm
2152,ROQUE Abby,ROQUE A,Female,1997-09-25,"SAULT STE. MARIE, MI",United States of America,United States of America,USA,Ice Hockey,IHO,"SAULT STE. MARIE, MI",United States of America,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1037544-abby-roque.htm
2153,ROSANDIC Mislav,ROSANDIC M,Male,1995-01-26,,,Slovakia,SVK,Ice Hockey,IHO,,,1.81/5'11'',../../../en/results/ice-hockey/athlete-profile-n1044374-mislav-rosandic.htm
2154,ROSANELLI Jeffrey,ROSANELLI J,Male,1998-07-30,,,Italy,ITA,Speed Skating,SSK,,,1.86/6'1'',../../../en/results/speed-skating/athlete-profile-n1035061-jeffrey-rosanelli.htm
2155,ROTH Nina,ROTH N,Female,1988-07-21,"MADISON, WI",United States of America,United States of America,USA,Curling,CUR,"MCFARLAND, WI",United States of America,,../../../en/results/curling/athlete-profile-n1034632-nina-roth.htm
2156,ROTH Noe,ROTH N,Male,2000-12-27,BAAR,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,BAAR,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1049819-noe-roth.htm
2157,RUBLOVA Daria,RUBLOVA D,Female,2000-02-22,,,Ukraine,UKR,Cross-Country Skiing,CCS,,,,../../../en/results/cross-country-skiing/athlete-profile-n1042213-daria-rublova.htm
2158,RUEDI Lisa,RUEDI L,Female,2000-11-03,THUSIS,Switzerland,Switzerland,SUI,Ice Hockey,IHO,UETIKON AM SEE,Switzerland,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1049821-lisa-ruedi.htm
2159,RUEESCH Jason,RUEESCH J,Male,1994-05-16,DAVOS,Switzerland,Switzerland,SUI,Cross-Country Skiing,CCS,DAVOS,Switzerland,1.74/5'8'',../../../en/results/cross-country-skiing/athlete-profile-n1049823-jason-rueesch.htm
2160,RUEGG Dominique,RUEGG D,Female,1996-02-05,ST. GALLENKAPPEL,Switzerland,Switzerland,SUI,Ice Hockey,IHO,,,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1049822-dominique-ruegg.htm
2161,RUIAN Sipulaoer,RUIAN S,Male,1993-01-13,"MISSISSAUGA, ON",Canada,People's Republic of China,CHN,Ice Hockey,IHO,BEIJING,People's Republic of China,1.93/6'3'',../../../en/results/ice-hockey/athlete-profile-n1137073-sipulaoer-ruian.htm
2162,RUKAJARVI Enni,RUKAJARVI E,Female,1990-05-13,KUUSAMO,Finland,Finland,FIN,Snowboard,SBD,KUUSAMO,Finland,,../../../en/results/snowboard/athlete-profile-n1005555-enni-rukajarvi.htm
2163,RUKOSUEV Evgeniy,RUKOSUEV E,Male,1999-09-02,,,ROC,ROC,Skeleton,SKN,KRASNOYARSK,Russian Federation,,../../../en/results/skeleton/athlete-profile-n1056116-evgeniy-rukosuev.htm
2164,RUMMEL Courtney,RUMMEL C,Female,2003-11-12,"WEST BEND, WI",United States of America,United States of America,USA,Snowboard,SBD,"WEST BEND, WI",United States of America,,../../../en/results/snowboard/athlete-profile-n1044691-courtney-rummel.htm
2165,RUMYANTSEV Alexander,RUMYANTSEV A,Male,1986-12-05,ARKHANGELSK,USSR,ROC,ROC,Speed Skating,SSK,ARKHANGELSK,Russian Federation,1.85/6'0'',../../../en/results/speed-skating/athlete-profile-n1038005-alexander-rumyantsev.htm
2166,RUNNALLS Adam,RUNNALLS A,Male,1998-10-03,"CALGARY, AB",Canada,Canada,CAN,Biathlon,BTH,"CALGARY, AB",Canada,,../../../en/results/biathlon/athlete-profile-n1051516-adam-runnalls.htm
2167,RUSSELL Emma,RUSSELL E,Female,1995-08-18,,,Denmark,DEN,Ice Hockey,IHO,,,1.68/5'6'',../../../en/results/ice-hockey/athlete-profile-n1031854-emma-russell.htm
2168,RUSSELL Patrick,RUSSELL P,Male,1993-01-04,BIRKEROD,Denmark,Denmark,DEN,Ice Hockey,IHO,LINGKOPING,Sweden,1.86/6'1'',../../../en/results/ice-hockey/athlete-profile-n1032231-patrick-russell.htm
2169,RUUD Birk,RUUD B,Male,2000-04-02,BAERUM,Norway,Norway,NOR,Freestyle Skiing,FRS,STABEKK,Norway,,../../../en/results/freestyle-skiing/athlete-profile-n1031509-birk-ruud.htm
2170,RYABOVA Ekaterina,RYABOVA E,Female,2003-03-27,MOSCOW,Russian Federation,Azerbaijan,AZE,Figure Skating,FSK,MOSCOW,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1053834-ekaterina-ryabova.htm
2171,RYBAR Patrik,RYBAR P,Male,1993-11-09,SKALICA,Slovakia,Slovakia,SVK,Ice Hockey,IHO,MINSK,Belarus,1.90/6'2'',../../../en/results/ice-hockey/athlete-profile-n1044377-patrik-rybar.htm
2172,RYDAHL Gustav,RYDAHL G,Male,1994-09-11,KARLSTAD,Sweden,Sweden,SWE,Ice Hockey,IHO,KARLSTAD,Sweden,1.91/6'3'',../../../en/results/ice-hockey/athlete-profile-n1050852-gustav-rydahl.htm
2173,RYDING Dave,RYDING D,Male,1986-12-05,CHORLEY,Great Britain,Great Britain,GBR,Alpine Skiing,ALP,PRESTON,Great Britain,,../../../en/results/alpine-skiing/athlete-profile-n1045705-dave-ryding.htm
2174,RYDL Radek,RYDL R,Male,2001-07-15,JILEMNICE,Czech Republic,Czech Republic,CZE,Ski Jumping,SJP,HARRACHOV,Czech Republic,,../../../en/results/ski-jumping/athlete-profile-n1034773-radek-rydl.htm
2175,RYDZEK Coletta,RYDZEK C,Female,1997-06-06,OBERSTDORF,Germany,Germany,GER,Cross-Country Skiing,CCS,OBERSTDORF,Germany,,../../../en/results/cross-country-skiing/athlete-profile-n1012746-coletta-rydzek.htm
2176,RYDZEK Johannes,RYDZEK J,Male,1991-12-09,OBERSTDORF,Germany,Germany,GER,Nordic Combined,NCB,OBERSTDORF,Germany,,../../../en/results/nordic-combined/athlete-profile-n1012687-johannes-rydzek.htm
2177,RYGALINA Anastasia,RYGALINA A,Female,1996-01-31,BOGORODITSK,Russian Federation,ROC,ROC,Cross-Country Skiing,CCS,BOGORODITSK,Russian Federation,,../../../en/results/cross-country-skiing/athlete-profile-n1036661-anastasia-rygalina.htm
2178,RYHNER Noemi,RYHNER N,Female,2000-04-24,ZUG,Switzerland,Switzerland,SUI,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1049826-noemi-ryhner.htm
2179,SAARINEN Jenni,SAARINEN J,Female,1999-03-09,ESPOO,Finland,Finland,FIN,Figure Skating,FSK,TAMPERE,Finland,,../../../en/results/figure-skating/athlete-profile-n1037039-jenni-saarinen.htm
2180,SABLIKOVA Martina,SABLIKOVA M,Female,1987-05-27,NOVE MESTO NA MORAVE,Czechoslovakia,Czech Republic,CZE,Speed Skating,SSK,ZDAR NAD SAZAVOU,Czech Republic,1.71/5'7'',../../../en/results/speed-skating/athlete-profile-n1034997-martina-sablikova.htm
2181,SADOVSKY Roman,SADOVSKY R,Male,1999-05-31,"TORONTO, ON",Canada,Canada,CAN,Figure Skating,FSK,"VAUGHAN, ON",Canada,,../../../en/results/figure-skating/athlete-profile-n1038602-roman-sadovsky.htm
2182,SADOWSKI SYNNOTT Zoi,SADOWSKI SYNNOTT Z,Female,2001-03-06,"SYDNEY, NSW",Australia,New Zealand,NZL,Snowboard,SBD,WANAKA,New Zealand,,../../../en/results/snowboard/athlete-profile-n1055087-zoi-sadowski-synnott.htm
2183,SADREEV Danil,SADREEV D,Male,2003-05-07,LENINOGORSK,Russian Federation,ROC,ROC,Ski Jumping,SJP,,Russian Federation,,../../../en/results/ski-jumping/athlete-profile-n1036684-danil-sadreev.htm
2184,SAEFVENBERG Charlotta,SAEFVENBERG C,Female,1994-10-07,KUNGSBACKA,Sweden,Sweden,SWE,Alpine Skiing,ALP,UMEA,Sweden,,../../../en/results/alpine-skiing/athlete-profile-n1054367-charlotta-saefvenberg.htm
2185,SAFINA Karina,SAFINA K,Female,2004-05-28,CHELIABINSK,Russian Federation,Georgia,GEO,Figure Skating,FSK,PERM,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1036007-karina-safina.htm
2186,SAFONOVA Viktoriia,SAFONOVA V,Female,2003-05-08,MOSCOW,Russian Federation,Belarus,BLR,Figure Skating,FSK,MOSCOW,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1043852-viktoriia-safonova.htm
2187,SAKALA Filip,SAKALA F,Male,1996-05-21,CELADNA,Czech Republic,Czech Republic,CZE,Ski Jumping,SJP,FRENSTAT POD RADHOSTEM,Czech Republic,,../../../en/results/ski-jumping/athlete-profile-n1034759-filip-sakala.htm
2188,SAKAMOTO Kaori,SAKAMOTO K,Female,2000-04-09,KOBE,Japan,Japan,JPN,Figure Skating,FSK,KOBE,Japan,,../../../en/results/figure-skating/athlete-profile-n1045367-kaori-sakamoto.htm
2189,SALA Tommaso,SALA T,Male,1995-09-06,MILAN,Italy,Italy,ITA,Alpine Skiing,ALP,VALDISOTTO,Italy,,../../../en/results/alpine-skiing/athlete-profile-n1015085-tommaso-sala.htm
2190,SALARICH Joaquim,SALARICH J,Male,1994-01-02,"VIC, BARCELONA",Spain,Spain,ESP,Alpine Skiing,ALP,"MALLA, BARCELONA",Spain,,../../../en/results/alpine-skiing/athlete-profile-n1043340-joaquim-salarich.htm
2191,SALEHHUDDIN Aruwin,SALEHHUDDIN A,Female,2004-02-14,,,Malaysia,MAS,Alpine Skiing,ALP,"COLORADO SPRINGS, CO",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1054210-aruwin-salehhuddin.htm
2192,SALIHOVIC Eldar,SALIHOVIC E,Male,1999-06-17,PLJEVLJA,Montenegro,Montenegro,MNE,Alpine Skiing,ALP,PLJEVLJA,Montenegro,,../../../en/results/alpine-skiing/athlete-profile-n1045521-eldar-salihovic.htm
2193,SALLINEN Jon,SALLINEN J,Male,2000-11-13,HELSINKI,Finland,Finland,FIN,Freestyle Skiing,FRS,HELSINKI,Finland,,../../../en/results/freestyle-skiing/athlete-profile-n1013080-jon-sallinen.htm
2194,SALONEN Jimi,SALONEN J,Male,1994-10-03,MUURAME,Finland,Finland,FIN,Freestyle Skiing,FRS,JYVASKYLA,Finland,,../../../en/results/freestyle-skiing/athlete-profile-n1013081-jimi-salonen.htm
2195,SALVADORI Giandomenico,SALVADORI G,Male,1992-10-08,FELTRE,Italy,Italy,ITA,Cross-Country Skiing,CCS,MEZZANO,Italy,,../../../en/results/cross-country-skiing/athlete-profile-n1037115-giandomenico-salvadori.htm
2196,SALZER Michael,SALZER M,Male,1991-10-25,STUTTGART,Germany,Germany,GER,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1014496-michael-salzer.htm
2197,SAMMER Markus,SAMMER M,Male,1988-05-20,KUFSTEIN,Austria,Austria,AUT,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1004344-markus-sammer.htm
2198,SAMONOV Alexander,SAMONOV A,Male,1995-08-23,MOSCOW,Russian Federation,ROC,ROC,Ice Hockey,IHO,ST. PETERSBURG,Russian Federation,1.82/5'11'',../../../en/results/ice-hockey/athlete-profile-n1056493-alexander-samonov.htm
2199,SAMSONSEN Julie Nistad,SAMSONSEN JN,Female,2000-04-05,BERGEN,Norway,Norway,NOR,Speed Skating,SSK,BERGEN,Norway,1.68/5'6'',../../../en/results/speed-skating/athlete-profile-n1032339-julie-nistad-samsonsen.htm
2200,SAMUELSSON Sebastian,SAMUELSSON S,Male,1997-03-28,KATRINEHOLM,Sweden,Sweden,SWE,Biathlon,BTH,OESTERSUND,Sweden,,../../../en/results/biathlon/athlete-profile-n1051469-sebastian-samuelsson.htm
2201,SANDBECH Staale,SANDBECH S,Male,1993-06-03,"RYKKINN, BAERUM",Norway,Norway,NOR,Snowboard,SBD,OSLO,Norway,,../../../en/results/snowboard/athlete-profile-n1013405-staale-sandbech.htm
2202,SANDER Andreas,SANDER A,Male,1989-06-13,SCHWELM,Germany,Germany,GER,Alpine Skiing,ALP,BURGBERG IM ALLGAU,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012682-andreas-sander.htm
2203,SANDERSON Jake,SANDERSON J,Male,2002-07-08,"WHITEFISH, MT",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.88/6'2'',../../../en/results/ice-hockey/athlete-profile-n1182022-jake-sanderson.htm
2204,SANFILIPPO Federica,SANFILIPPO F,Female,1990-10-24,VIPITENO-STERZING,Italy,Italy,ITA,Biathlon,BTH,RIDNAUN,Italy,,../../../en/results/biathlon/athlete-profile-n1040898-federica-sanfilippo.htm
2205,SANTOS Kristen,SANTOS K,Female,1994-11-02,"FAIRFIELD, CT",United States of America,United States of America,USA,Short Track Speed Skating,STK,"SALT LAKE CITY, UT",United States of America,,../../../en/results/short-track-speed-skating/athlete-profile-n1037513-kristen-santos.htm
2206,SARAULT Courtney,SARAULT C,Female,2000-04-24,"GRAND RAPIDS, MI",United States of America,Canada,CAN,Short Track Speed Skating,STK,"MONTREAL, QC",Canada,,../../../en/results/short-track-speed-skating/athlete-profile-n1038571-courtney-sarault.htm
2207,SARRAZIN Cyprien,SARRAZIN C,Male,1994-10-13,GAP,France,France,FRA,Alpine Skiing,ALP,,,,../../../en/results/alpine-skiing/athlete-profile-n1035777-cyprien-sarrazin.htm
2208,SATERI Harri,SATERI H,Male,1989-12-29,TOIJALA,Finland,Finland,FIN,Ice Hockey,IHO,NOVOSIBIRSK,Russian Federation,1.86/6'1'',../../../en/results/ice-hockey/athlete-profile-n1005557-harri-sateri.htm
2209,SATO Ayano,SATO A,Female,1996-12-10,KUSHIRO,Japan,Japan,JPN,Speed Skating,SSK,,Japan,1.57/5'1'',../../../en/results/speed-skating/athlete-profile-n1042264-ayano-sato.htm
2210,SATO Yukiya,SATO Y,Male,1995-06-19,ISHIKARI,Japan,Japan,JPN,Ski Jumping,SJP,SAPPORO,Japan,,../../../en/results/ski-jumping/athlete-profile-n1037832-yukiya-sato.htm
2211,SAUERBREY Katherine,SAUERBREY K,Female,1997-05-05,STEINBACH-HALLENBERG,Germany,Germany,GER,Cross-Country Skiing,CCS,OBERSTDORF,Germany,,../../../en/results/cross-country-skiing/athlete-profile-n1012884-katherine-sauerbrey.htm
2212,SAULNIER Jill,SAULNIER J,Female,1992-03-07,"HALIFAX, NS",Canada,Canada,CAN,Ice Hockey,IHO,"HALIFAX, NS",Canada,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1036286-jill-saulnier.htm
2213,SAVEH SHEMSHAKI Hossein,SAVEH SHEMSHAKI H,Male,1985-08-05,TEHRAN,Islamic Republic of Iran,Islamic Republic of Iran,IRI,Alpine Skiing,ALP,TEHRAN,Islamic Republic of Iran,,../../../en/results/alpine-skiing/athlete-profile-n1002261-hossein-saveh-shemshaki.htm
2214,SAVICKAITE Egle,SAVICKAITE E,Female,2004-11-05,ANYKSCIAI,Lithuania,Lithuania,LTU,Cross-Country Skiing,CCS,ANYKSCIAI,Lithuania,,../../../en/results/cross-country-skiing/athlete-profile-n1041783-egle-savickaite.htm
2215,SAVOLAINEN Ronja,SAVOLAINEN R,Female,1997-11-29,HELSINKI,Finland,Finland,FIN,Ice Hockey,IHO,,,1.77/5'9'',../../../en/results/ice-hockey/athlete-profile-n1005558-ronja-savolainen.htm
2216,SAVONINA Anna,SAVONINA A,Female,2001-12-05,ELEKTROSTAL,Russian Federation,ROC,ROC,Ice Hockey,IHO,,,1.63/5'4'',../../../en/results/ice-hockey/athlete-profile-n1056282-anna-savonina.htm
2217,SCAMURRA Hayley,SCAMURRA H,Female,1994-12-14,"WILLIAMSVILLE, NY",United States of America,United States of America,USA,Ice Hockey,IHO,"GETZVILLE, NY",United States of America,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1037566-hayley-scamurra.htm
2218,SCARDONI Lucia,SCARDONI L,Female,1991-03-22,VERONA,Italy,Italy,ITA,Cross-Country Skiing,CCS,BOSCO CHIESANUOVA,Italy,,../../../en/results/cross-country-skiing/athlete-profile-n1037119-lucia-scardoni.htm
2219,SCHAAD Roman,SCHAAD R,Male,1993-07-30,EINSIEDELN,Switzerland,Switzerland,SUI,Cross-Country Skiing,CCS,UNTERIBERG,Switzerland,1.86/6'1'',../../../en/results/cross-country-skiing/athlete-profile-n1049829-roman-schaad.htm
2220,SCHEPERKAMP Merijn,SCHEPERKAMP M,Male,2000-03-06,HILVERSUM,Netherlands,Netherlands,NED,Speed Skating,SSK,HEERENVEEN,Netherlands,1.90/6'2'',../../../en/results/speed-skating/athlete-profile-n1054299-merijn-scheperkamp.htm
2221,SCHERRER Jan,SCHERRER J,Male,1994-07-11,"WATTWIL, EBNAT-KAPPEL",Switzerland,Switzerland,SUI,Snowboard,SBD,EBNAT-KAPPEL,Switzerland,,../../../en/results/snowboard/athlete-profile-n1049832-jan-scherrer.htm
2222,SCHEYER Christine,SCHEYER C,Female,1994-07-18,HOHENEMS,Austria,Austria,AUT,Alpine Skiing,ALP,GOETZIS,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1005331-christine-scheyer.htm
2223,SCHIZAS Madeline,SCHIZAS M,Female,2003-02-14,"OAKVILLE, ON",Canada,Canada,CAN,Figure Skating,FSK,"OAKVILLE, ON",Canada,,../../../en/results/figure-skating/athlete-profile-n1038609-madeline-schizas.htm
2224,SCHLEPER Sarah,SCHLEPER S,Female,1979-02-19,"GLENWOOD SPRINGS, CO",United States of America,Mexico,MEX,Alpine Skiing,ALP,"VAIL, CO",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1012670-sarah-schleper.htm
2225,SCHLINTNER Alexander,SCHLINTNER A,Male,1998-01-27,,,Austria,AUT,Skeleton,SKN,PURKERSDORF,Austria,,../../../en/results/skeleton/athlete-profile-n1004357-alexander-schlintner.htm
2226,SCHMID Alexander,SCHMID A,Male,1994-06-09,OBERSTDORF,Germany,Germany,GER,Alpine Skiing,ALP,FISCHEN IM ALLGAU,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012737-alexander-schmid.htm
2227,SCHMID Constantin,SCHMID C,Male,1999-11-27,OBERAUDORF,Germany,Germany,GER,Ski Jumping,SJP,OBERAUDORF,Germany,,../../../en/results/ski-jumping/athlete-profile-n1012726-constantin-schmid.htm
2228,SCHMID Julian,SCHMID J,Male,1999-09-01,OBERSTDORF,Germany,Germany,GER,Nordic Combined,NCB,OBERSTDORF,Germany,,../../../en/results/nordic-combined/athlete-profile-n1012748-julian-schmid.htm
2229,SCHMIDT Hannah,SCHMIDT H,Female,1994-08-04,"OTTAWA, ON",Canada,Canada,CAN,Freestyle Skiing,FRS,"CALGARY, AB",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1036212-hannah-schmidt.htm
2230,SCHMIDT Jared,SCHMIDT J,Male,1997-04-18,"OTTAWA, ON",Canada,Canada,CAN,Freestyle Skiing,FRS,"CALGARY, AB",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1036216-jared-schmidt.htm
2231,SCHMIDT Stefan Due,SCHMIDT SD,Male,1994-08-28,COPENHAGEN,Denmark,Denmark,DEN,Speed Skating,SSK,,Denmark,1.84/6'0'',../../../en/results/speed-skating/athlete-profile-n1031845-stefan-due-schmidt.htm
2232,SCHMOTZ Marlene,SCHMOTZ M,Female,1994-03-06,,Germany,Germany,GER,Alpine Skiing,ALP,FISCHBACHAU,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012731-marlene-schmotz.htm
2233,SCHNEIDER Tobias,SCHNEIDER T,Male,1992-07-02,ROTH,Germany,Germany,GER,Bobsleigh,BOB,MUNICH,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014497-tobias-schneider.htm
2234,SCHOENEFELD Justin,SCHOENEFELD J,Male,1998-08-13,"ERLANGER, KY",United States of America,United States of America,USA,Freestyle Skiing,FRS,"PARK CITY, UT",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044731-justin-schoenefeld.htm
2235,SCHOMMER Paul,SCHOMMER P,Male,1992-06-06,"APPLETON, WI",United States of America,United States of America,USA,Biathlon,BTH,"FARGO, ND",United States of America,,../../../en/results/biathlon/athlete-profile-n1034594-paul-schommer.htm
2236,SCHOONMAKER James Clinton,SCHOONMAKER JC,Male,2000-08-12,"TRUCKEE, CA",United States of America,United States of America,USA,Cross-Country Skiing,CCS,"ANCHORAGE, AK",United States of America,,../../../en/results/cross-country-skiing/athlete-profile-n1041362-james-clinton-schoonmaker.htm
2237,SCHOTT Nicole,SCHOTT N,Female,1996-09-12,ESSEN,Germany,Germany,GER,Figure Skating,FSK,OBERSTDORF,Germany,,../../../en/results/figure-skating/athlete-profile-n1000879-nicole-schott.htm
2238,SCHOUTEN Irene,SCHOUTEN I,Female,1992-06-21,ANDIJK,Netherlands,Netherlands,NED,Speed Skating,SSK,HOOGKARSPEL,Netherlands,1.67/5'5'',../../../en/results/speed-skating/athlete-profile-n1054311-irene-schouten.htm
2239,SCHUELLER Alexander,SCHUELLER A,Male,1997-05-13,LEIPZIG,Germany,Germany,GER,Bobsleigh,BOB,HALLE,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014498-alexander-schueller.htm
2240,SCHULTE Lisa,SCHULTE L,Female,2000-12-13,,Austria,Austria,AUT,Luge,LUG,MIEDERS,Austria,,../../../en/results/luge/athlete-profile-n1004373-lisa-schulte.htm
2241,SCHULTING Suzanne,SCHULTING S,Female,1997-09-25,GRONINGEN,Netherlands,Netherlands,NED,Short Track Speed Skating,STK,HEERENVEEN,Netherlands,,../../../en/results/short-track-speed-skating/athlete-profile-n1054312-suzanne-schulting.htm
2242,SCHUMACHER Gus,SCHUMACHER G,Male,2000-07-25,"MADISON, WI",United States of America,United States of America,USA,Cross-Country Skiing,CCS,"ANCHORAGE, AK",United States of America,,../../../en/results/cross-country-skiing/athlete-profile-n1041343-gus-schumacher.htm
2243,SCHUMANN Stephen,SCHUMANN S,Male,2000-03-14,"SALT LAKE CITY , UT",United States of America,United States of America,USA,Nordic Combined,NCB,"PARK CITY, UT",United States of America,,../../../en/results/nordic-combined/athlete-profile-n1041441-stephen-schumann.htm
2244,SCHWAIGER Dominik,SCHWAIGER D,Male,1991-05-01,,Germany,Germany,GER,Alpine Skiing,ALP,KOENIGSEE,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012699-dominik-schwaiger.htm
2245,SCHWAIGER Julia,SCHWAIGER J,Female,1996-01-21,ZELL AM SEE,Austria,Austria,AUT,Biathlon,BTH,SAALFELDEN,Austria,,../../../en/results/biathlon/athlete-profile-n1005692-julia-schwaiger.htm
2246,SCHWARZ Benoit,SCHWARZ B,Male,1991-08-19,GENEVA,Switzerland,Switzerland,SUI,Curling,CUR,ZURICH,Switzerland,,../../../en/results/curling/athlete-profile-n1049844-benoit-schwarz.htm
